npl_publn_id	npl_biblio
2912115	WILLIAMS et al., Optimization of Complementary Power DMOSFETs for Low-Voltage High-Frequency DC-DC Conversion, IEEE ADVAN. POWER ELEC. CONF., APEC, May 1995, pages 765-772, XP002912115
2916322	WILLIAMS et al., NATURE, Vol. 342, 23 November 1989, pages 375-384, XP002916322.
2917204	WILLIAMS et al., NATURE, Vol. 342, 23 November 1989, pages 375-384, XP002917204
2917577	WILLIAMS DANA, DIALOG ABSTRACT, File 256, Acc# 01567035, CA-MANMAN/X:Purchase Contracts, Computer Associates International Inc., Date of Release: 01/92, XP002917577
2918031	WILLIAMS et al., DNA Polymorphisms Amplified by Arbitrary Primers are Useful as Genetic Markers, NUCLEIC ACIDS RESEARCH, 1990, Vol. 18, No. 22, pages 6531-6535. XP002918031
2920265	WILLIAMS et al, NATURE, Vol. 342, 23 November 1989, pages 375-384, XP002920265
2931840	WILLIAMS D.F.: 'Review, biodegradation of surgical polymers' JOURNAL OF MATERIALS SCIENCE vol. 17, 1982, pages 1233 - 1246, XP002931840
2934138	WILLIAMS D.P. ET AL.: 'Structure/function analysis of interleukin-2-toxin (DAB486-IL-2), fragment B sequences required for the delivery of fragment A to the cytosol of target cells' J. BIOL. CHEM. vol. 265, no. 20, 15 July 1990, pages 11885 - 11887, XP002934138
2934945	WILLIAMS et al., NATURE, Vol. 342, 23 November 1989, pages 375-384, XP002934945.
2940290	WILLIAMS D. ET AL.: 'Progress Towards MMIC On-Wafer Standards' 36TH ARFTG CONFERENCE DIGEST 29 November 1990 - 30 November 1990, MONTERRY, CALIFORNIA, USA, Seiten 73 - 82, XP002940290
2948635	WILLIAMS E.G.C., WILKINSON R.E.: 'Counteracting the quantisation noise from PCM codecs' INTL. CONF. ON DATA TRANSMISSION: ADVANCES IN MODEM AND ISDN TECH. AND APPL. 1992, pages 24 - 29, XP002948635
2966775	WILLIAMS ET AL.: 'A solution-phase combinatorial synthesis of selective dopamine D4 ligands' COMBINATORIAL CHEMISTRY AND HIGH THROUGHPUT SCREENING vol. 3, no. 1, 2000, pages 43 - 50, XP002966775
2967190	WILLIAMS ET AL.: 'Compression of nucleotide databases for fast searching' COMPUTER APPLICATIONS IN THE BIOSCIENCES vol. 13, no. 5, 1997, pages 549 - 554, XP002967190
2969913	WILLIAMS D.L.H.: 'Possible nucleophilic addition accompanying electrophilic addition in the reaction of hypochlorous acid with 2,3-dichloropropene' J. ORG. CHEM. (B) 1969, pages 421 - 426, XP002969913
2972355	WILLIAMS D.F.: 'Enzymic hydrolysis of polylactic acid' ENG. MED. vol. 10, no. 1, 1981, pages 5 - 7, XP002972355
2973025	WILLIAMS B.C. ET AL: 'Neocentromere activity of structurally acentric mini-chromosome in Drosophila' NATURE GENETICS vol. 18, no. 1, 1998, pages 30 - 37, XP002973025
2997119	WILLIAMS D. ET AL.: 'Oligosaccharide profiling: the facile detection of mono-, di- and oligosaccharides by electrospray orthogonal time-of-flight mass spectrometry using 3-aminophenylboronic acid derivatization' RAPID COMMUNICATIONS IN MASS SPECTROMETRY vol. 14, no. 16, 2000, pages 1530 - 1537, XP002997119
2997120	WILLIAMS D. ET AL.: 'Analysis of neutral isomeric low molecular weight carbohydrates using ferrocenyl boronate derivatization and tandem electrospray mass spectrometry' RAPID COMMUNICATIONS IN MASS SPECTROMETRY vol. 14, no. 22, 2000, pages 2083 - 2091, XP002997120
3005330	WILLIAMS D.C. ET AL.: 'Cytoplasmic Inclusion Bodies in Escherichia coli Producing Biosynthetic Human Insulin Proteins' SCIENCE vol. 215, 05 February 1982, pages 687 - 689, XP003005330
3024407	WILLIAMS D.R. ET AL.: 'The partitioning activity of the RK2 central control region requires only incC, korB and KorB-binding site OB3 but other KorB-binding sites form destabilizing complexes in the absence of OB3' MICROBIOLOGY vol. 144, no. PART 12, 1998, pages 3369 - 3378, XP003024407
3024754	WILLIAMS ET AL.: 'Crystallization of Human Neutrophil Elastase' J. BIOL. CHEM. vol. 262, 15 December 1987, pages 17178 - 17181, XP003024754
4007022	WILLIAMS C.B. AND YATES R.B.: 'Analysis of a micro-electric generator for microsystems' SENSORS AND ACTUATORS A: PHYSICAL vol. 52, March 1996, pages 8 - 11, XP004007022
4099882	WILLIAMS C J; ADERHOLD D; EDYVEAN R G J: COMPARISON BETWEEN BIOSORBENTS FOR THE REMOVAL OF METAL IONS FROM AQUEOUS SOLUTIONS WATER RESEARCH, ELSEVIER, AMSTERDAM, NL, vol. 32, no. 1, 1 January 1998 (1998-01-01), pages 216-224, XP004099882 ISSN: 0043-1354
4134267	WILLIAMS D R ET AL:  Synthesis of Atovaquone, TETRAHEDRON LETTERS, ELSEVIER, AMSTERDAM, NL, vol. 39, no. 42, 15 October 1998 (1998-10-15), pages 7629-7632, XP004134267, ISSN: 0040-4039, DOI: 10.1016/S0040-4039(98)01691-8
4187248	WILLIAMS C C ET AL:  The integration of SPR biosensors with mass spectrometry: possible applications for proteome analysis TRENDS IN BIOTECHNOLOGY, ELSEVIER PUBLICATIONS, CAMBRIDGE, GB LNKD- DOI:10.1016/S0167-7799(99)01389-X, vol. 18, no. 2, 1 février 2000 (2000-02-01), pages 45-48, XP004187248 ISSN: 0167-7799
4419422	WILLIAMS C C ET AL:  Combining Atomic Actions JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING, ELSEVIER, AMSTERDAM, NL, vol. 24, no. 2, 1 February 1995 (1995-02-01), pages 152-163, XP004419422 ISSN: 0743-7315
4748473	WILLIAMS E J ET AL:  Clinical evaluation of postpartum vaginal mucus reflects uterine bacterial infection and the immune response in cattle THERIOGENOLOGY, LOS ALTOS, CA, US, vol. 63, no. 1, 1 January 2005 (2005-01-01), pages 102-117, XP004748473 ISSN: 0093-691X
6003134	WILLIAMS DL ET AL.:  Optical modelocking at 10 GHz using a highly nonlinear germanosilicate optical fibre ELECTRONICS LETTERS, vol. 31, no. 15, 20 July 1995 (1995-07-20), pages 1256-1257, XP006003134
6013938	WILLIAMS A C ET AL:  Simultaneous optimisation of dynamic power, area and delay in behavioural synthesis IEE PROCEEDINGS E. COMPUTERS & DIGITAL TECHNIQUES, INSTITUTION OF ELECTRICAL ENGINEERS. STEVENAGE, GB, vol. 147, no. 6, 28 November 2000 (2000-11-28), pages 383-390, XP006013938 ISSN: 1350-2387
6017626	WILLIAMS C B ET AL:  Development of an electromagnetic micro-generator IEE PROCEEDINGS: CIRCUITS DEVICES AND SYSTEMS, INSTITUTION OF ELECTRICAL ENGINEERS, STENVENAGE, GB, vol. 148, no. 6, 5 December 2001 (2001-12-05), pages 337-342, XP006017626 ISSN: 1350-2409
6021752	WILLIAMS B S ET AL:  Resonant-phonon terahertz quantum-cascade laser operating at 2.1&emsp14;THz (lambda&sime;141&emsp14; m) ELECTRONICS LETTERS, IEE STEVENAGE, GB, vol. 40, no. 7, 1 April 2004 (2004-04-01), pages 431-433, XP006021752 ISSN: 0013-5194
8013263	WILLIAMS A R ET AL:  release of beta-thromboglobulin from human platelets by therapeutic intensities of ultrasound BRITISH JOURNAL OF HAEMATOLOGY, vol. 40, 1978, pages 133-142, XP008013263 ISSN: 0009-2258
8023765	WILLIAMS C H ET AL: Influence of dietary neosugar on selected bacterial groups of the human faecal microbiota MICROBIAL ECOLOGY IN HEALTH AND DISEASE, vol. 7, no. 2, 1994, pages 91-97, XP008023765 ISSN: 0891-060X
8032131	WILLIAMS C:  CAMP DETECTION METHODS IN HTS: SELECTING THE BEST FROM THE REST NATURE REVIEWS. DRUG DISCOVERY, NATURE PUBLISHING GROUP, BASINGSTOKE, GB, vol. 3, no. 2, February 2004 (2004-02), pages 125-135, XP008032131 ISSN: 1474-1784
8042531	WILLIAMS D J ET AL:  LS 74-783, A NEW SYSTEMIC FUNGICIDE WITH ACTIVITY AGAINST PHYCOMYCETE DISEASES PROCEEDINGS BRITISH CROP PROTECTION CONFERENCE - PESTS AND DISEASES, XX, XX, Nr. 2, 1977, Seiten 565-573, XP008042531
8076256	WILLIAMS B.S. ET AL.: 'An internet atlas of mouse development' COMP MED IMAGING GRAPH vol. 20, no. 6, 1996, pages 433 - 447, XP008076256
8096258	WILLIAMS A.: 'Overview of Conventional Chromatography Current Protocols in Protein' SCIENCE 1995, XP008096258
8097236	WILLIAMS ET AL.: 'Crystal structure of the BRCT repeat region from the breast cancer-associated protein BRCA1' NATURE STRUCTURAL BIOLOGY vol. 8, pages 838 - 842, XP008097236
8100262	WILLIAMS DAVID L ET AL:  Modulation of the phosphoinositide 3-kinase signaling pathway alters host response to sepsis, inflammation, and ischemia/reperfusion injury. SHOCK (AUGUSTA, GA.) MAY 2006, vol. 25, no. 5, May 2006 (2006-05), pages 432-439, XP008100262 ISSN: 1073-2322
8102507	WILLIAMS D.J. ET AL.: 'The disordered crystal structures of Zn(CN)2 and Ga(CN)3' JOURNAL OF SOLID STATE CHEMISTRY vol. 134, 1997, pages 164 - 169, XP008102507
8105934	WILLIAMS ET AL.:  Software developmentto support decommissioning and waste management strategic planning NUCLEAR ENGINEER, vol. 38, no. 4, juillet 1997 (1997-07), pages 108-111, XP008105934 UK
8108852	WILLIAMS A G ET AL:  THE PRODUCTION OF HEMICELLULOSE-DEGRADING ENZYMES BY BACILLUS-MACERANS IN ANAEROBIC CULTURE, APPLIED MICROBIOLOGY AND BIOTECHNOLOGY, SPRINGER VERLAG, BERLIN, DE, Bd. 22, Nr. 5, 1. Januar 1985 (1985-01-01) , Seiten 318-324, XP008108852, ISSN: 0175-7598
8124733	WILLIAMS ET AL.: 'Crystal Structures of the Lyn Protein Tyrosine Kinase Domain in Its Apo- and Inhibitor-bound State.' J BIOL CHEM vol. 284, no. 1, 02 January 2009, pages 284 - 291, XP008124733
8151098	WILLIAMS ET AL. DIMERIC VERSIONS OF TWO SHORT N-CADHERIN BINDING MOTIFS (HAVDI AND INPISG) FUNCTION AS N-CADHERIN AGONISTS vol. 277, no. 6, 08 February 2002, pages 4361 - 4367, XP008151098
8161113	WILLIAMS ET AL.: 'Affinity columns containing anti-DNA Id+ human myeloma proteins adsorb human epibodies from intravenous gamma globulin.' ARTHRITIS RHEUM. vol. 40, no. 4, 1997, pages 683 - 693, XP008161113
8163208	WILLIAMS ET AL.: 'Discrete Element Simulation and the Contact Problem' ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING vol. 6, no. 4, pages 279 - 304, XP008163208
9006321	WILLIAMS BRYAN:  Mechanical influences on vascular smooth muscle cell function. JOURNAL OF HYPERTENSION, vol. 16, no. 12 PART 2, December 1998 (1998-12), pages 1921-1929, XP009006321 ISSN: 0263-6352
9016859	WILLIAMS D L:  THE USE OF A PVDF MEMBRANE IN THE RAPID IMMOBILIZATION OF GENOMIC DNA FOR DOT-BLOT HYBRIDIZATION ANALYSIS BIOTECHNIQUES, vol. 8, no. 1, 1990, pages 14-15, XP009016859 ISSN: 0736-6205
9028188	WILLIAMS BART O ET AL:  Cooperative tumorigenic effects of germline mutations in Rb and p53 NATURE GENETICS, vol. 7, no. 4, 1994, pages 480-484, XP009028188 ISSN: 1061-4036
9030293	WILLIAMS B A ET AL:  Analysis of multiple classes of abscisic acid-responsive genes during embryogenesis in Zea mays DEVELOPMENTAL GENETICS 1994 UNITED STATES, vol. 15, no. 5, 1994, pages 415-424, XP009030293 ISSN: 0192-253X
9057142	WILLIAMS C L:  Muscarinic signaling in carcinoma cells LIFE SCIENCES 28 MAR 2003 UNITED STATES, vol. 72, no. 18-19, 28 March 2003 (2003-03-28), pages 2173-2182, XP009057142 ISSN: 0024-3205
9093514	WILLIAMS C ET AL:  Mechanistic studies of the catalytic dehydration of isobutyl alcohol on NaH-ZSM-5, JOURNAL OF THE CHEMICAL SOCIETY. FARADAY TRANSACTIONS, ROYAL SOCIETY OF CHEMISTRY, CAMBRIDGE, GB, Bd. 86, Nr. 20, 1. Januar 1990 (1990-01-01), Seiten 3473-3485, XP009093514, ISSN: 0956-5000, DOI: 10.1039/FT9908603473
9129989	WILLIAMS C N ET AL:  Using a genome-wide scan and meta-analysis to identify a novel IBD locus and confirm previously identified IBD loci INFLAMMATORY BOWEL DISEASES, WILLAMS AND WILKINS, HAGERSTOWN, MD, US, vol. 8, no. 6, 1 January 2002 (2002-01-01) , pages 375-381, XP009129989 ISSN: 1078-0998
9134137	WILLIAMS ANDREW E ET AL: MicroRNA Expression Profiling in Mild Asthmatic Human Airways and Effect of Corticosteroid Therapy, 1 June 2009 (2009-06-01), PLOS ONE, PUBLIC LIBRARY OF SCIENCE, SAN FRANCISCO, CA, US LNKD- DOI:10.1371/JOURNAL.PONE.0005889, PAGE(S) ARTICLENO.E5889, XP009134137, ISSN: 1932-6203 [retrieved on 2009-06-12] page 1, left-hand column, paragraph 1
9148109	WILLIAMS C:  The Verge Videometer wound measurement package, BRITISH JOURNAL OF NURSING, ALLEN, LONDON, GB, vol. 9, no. 4, 8 February 2000 (2000-02-08), pages 237-239, XP009148109, ISSN: 0966-0461
9162257	WILLIAMS BRANDE S ET AL: Characterization of a new class of potent inhibitors of the voltage-gated sodium channel Nav1.7, BIOCHEMISTRY, vol. 46, no. 50, December 2007 (2007-12), pages 14693-14703, XP009162257, ISSN: 0006-2960
9169482	WILLIAMS CLINTORIA RICHARDS ET AL:  Role of P2XR Channel Purinergic Signaling in Insulin Secretion: Implications in the Treatment of Diabetes, FASEB JOURNAL, vol. 23, April 2009 (2009-04), page 991.10, XP009169482, & EXPERIMENTAL BIOLOGY ANNUAL MEETING; NEW ORLEANS, LA, USA; APRIL 18 -22, 2009
10062944	Williams D A: Millimetre Wave Radars for Automotive Applications Microwave Symposium Digest, 1992., IEEE MTT-S International Albuquerque NM, USA Jun. 1-5, 1992, New York, NY USA, IEEE, US, (Jun. 1, 1992), pp. 721-724, XP010062944. ISBN: 0-7803-0611-2.
10072860	WILLIAMS D B ET AL:  Robust maximum-likelihood estimation of structured covariance matrices 19880411; 19880411 - 19880414, 11 April 1988 (1988-04-11), pages 2845-2848, XP010072860
10108393	WILLIAMS B E ET AL:  A remote gain control for photomultiplier tubes NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE, 1992., CONFERENCE RECORD OF THE 1992 IEEE ORLANDO, FL, USA 25-31 OCT. 1992, NEW YORK, NY, USA,IEEE, US, 25 octobre 1992 (1992-10-25), pages 245-247, XP010108393 ISBN: 0-7803-0884-0
10114441	WILLIAMS B A ET AL: Interferometric SAR images from holographic SAR data GEOSCIENCE AND REMOTE SENSING SYMPOSIUM, 1993. IGARSS '93. BETTER UNDERSTANDING OF EARTH ENVIRONMENT., INTERNATIONAL TOKYO, JAPAN 18-21 AUG. 1993, NEW YORK, NY, USA,IEEE, 18 August 1993 (1993-08-18), pages 994-996, XP010114441 ISBN: 0-7803-1240-6
10263668	Williams et al. Single package 30-V Battery Disconnect Switch Facilitates Battery Multiplexing in Notebook Computers Applied Power Electronics Conference and Exposition, 1998. Apec '98. Conference Proceedings 1998., Thirteenth Annual Anaheim, CA,. USA Feb. 15-19, 1998, New York, NY, USA, IEEE, US, Feb. 15, 1998, pp. 691-699, XP010263668 ISBN: 0-7803-4340-9 figures 11, 17.
10304423	WILLIAMS D ET AL:  Nonlinear Control Of Vehicle Yaw Rate Via Roll Moment Distribution PROCEEDINGS OF THE AMERICAN CONTROL CONFERENCE, Bd. 2, 29. Juni 1994 (1994-06-29), Seiten 1959-1963, XP010304423 MARYLAND
10319549	WILLIAMS E J ET AL:  Simulation applied to final engine drop assembly SIMULATION CONFERENCE PROCEEDINGS, 1998. WINTER WASHINGTON, DC, USA 13-16 DEC. 1998, PISCATAWAY, NJ, USA,IEEE, US, vol. 2, 13 December 1998 (1998-12-13), pages 943-949, XP010319549 ISBN: 0-7803-5133-9
10551755	WILLIAMS A B ET AL:  I-DOCS: distributed agent-assisted knowledge fusion for disease gene discovery PROCEEDINGS PARALLEL AND DISTRIBUTED SYSTEMS, ICPADS 2001,, 26 juin 2001 (2001-06-26), pages 698-705, XP010551755 KYONGJU CITY, SOUTH KOREA
10565663	WILLIAMS D J; TASKER P J: 'An automated active source and load pull measurement system' HIGH FREQUENCY POSTGRADUATE STUDENT COLLOQUIUM 09 September 2001, pages 7 - 12, XP010565663
10567623	WILLIAMS B. ET AL.: 'Image Enhancement Using The Modified Cosine Function and Semi-Histogram Equalization For Gray-Scale and Color Images' IEEE 2001, pages 518 - 523, XP010567623
10699722	WILLIAMS E L ET AL INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS:  Control systems on low cost computers PROCEEDINGS OF THE 2003 PARTICLE ACCELERATOR CONFERENCE. PAC 2003. PORTLAND, OR, MAY 12 - 16, 2003, PARTICLE ACCELERATOR CONFERENCE, NEW YORK, NY : IEEE, US, Bd. VOL. 1 OF 5, 12. Mai 2003 (2003-05-12), Seiten 288-290, XP010699722 ISBN: 0-7803-7738-9
11247213	WILLIAMS C ET AL:  Exploiting Multiple Antennas for Synchronization, IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY, IEEE SERVICE CENTER, PISCATAWAY, NJ, US, vol. 58, no. 2, 1 February 2009 (2009-02-01), pages 773-787, XP011247213, ISSN: 0018-9545
12034783	WILLIAMS BENJAMIN S ET AL:  3.4-THz quantum cascade laser based on longitudinal-optical-phonon scattering for depopulation APPLIED PHYSICS LETTERS, AIP, AMERICAN INSTITUTE OF PHYSICS, MELVILLE, NY, US, vol. 82, no. 7, 17 February 2003 (2003-02-17), pages 1015-1017, XP012034783 ISSN: 0003-6951
12035076	WILLIAMS BENJAMIN S ET AL:  Terahertz quantum-cascade laser at [lambda] PRG  100 [mu]m using metal waveguide for mode confinement, APPLIED PHYSICS LETTERS, AIP, AMERICAN INSTITUTE OF PHYSICS, MELVILLE, NY, US, vol. 83, no. 11, 15 September 2003 (2003-09-15), pages 2124-2126, XP012035076, ISSN: 0003-6951, DOI: 10.1063/1.1611642
25426133	WILLIAMS B R G ET AL:  SY-9 Stimulation of innate immunity by short interfering and micro RNAs, CYTOKINE, ACADEMIC PRESS LTD, PHILADELPHIA, PA, US, vol. 43, no. 3, 1 September 2008 (2008-09-01), page 278, XP025426133, ISSN: 1043-4666, DOI: 10.1016/J.CYTO.2008.07.221 [retrieved on 2008-09-01]
25568437	WILLIAMS A C ET AL:  Urea analogues in propylene glycol as penetration enhancers in human skin, INTERNATIONAL JOURNAL OF PHARMACEUTICS, ELSEVIER BV, NL, vol. 56, no. 1, 1 November 1989 (1989-11-01), pages 43-50, XP025568437, ISSN: 0378-5173, DOI: 10.1016/0378-5173(89)90059-8 [retrieved on 1989-11-01]
26614280	WILLIAMS B J C ET AL:  TAM receptors are dispensable in the phagocytosis and killing of bacteria, CELLULAR IMMUNOLOGY, ACADEMIC PRESS, SAN DIEGO, CA, US, vol. 259, no. 2, 1 January 2009 (2009-01-01), pages 128-134, XP026614280, ISSN: 0008-8749, DOI: DOI:10.1016/J.CELLIMM.2009.06.006 [retrieved on 2009-06-21]
26968134	WILLIAMS D J ET AL:  A Fast algorithm for active contours and curvature estimation, CVGIP IMAGE UNDERSTANDING, ACADEMIC PRESS, DULUTH, MA, US, vol. 55, no. 1, 1 January 1992 (1992-01-01), pages 14-26, XP026968134, ISSN: 1049-9660 [retrieved on 1992-01-01]
27243214	WILLIAMS D B G ET AL:  The synthesis and characterisation of carbohydrate-functionalised porphyrazines, DYES AND PIGMENTS, ELSEVIER APPLIED SCIENCE PUBLISHERS. BARKING, GB, vol. 88, no. 1, 19 May 2010 (2010-05-19), pages 65-74, XP027243214, ISSN: 0143-7208 [retrieved on 2010-05-19]
28334615	WILLIAMS A. J. ET AL:  Mobile apps for chemistry in the world of drug discovery, DRUG DISCOVERY TODAY, vol. 16, no. 21, 1 November 2011 (2011-11-01), pages 928-939, XP028334615, ISSN: 1359-6446, DOI: 10.1016/J.DRUDIS.2011.09.002 [retrieved on 2011-09-06]
55056015	WILLIAMS A. J. ET AL:  Smart Phones, a Powerful Tool in the Chemistry Classroom, JOURNAL OF CHEMICAL EDUCATION, vol. 88, no. 6, 1 June 2011 (2011-06-01), pages 683-686, XP055056015, ISSN: 0021-9584, DOI: 10.1021/ed200029p
950007297	WILLIAMS ET AL. J. GEN VIROL vol. 11, 1971, page 95
950018957	WILLIAMS ANTIFOULING MARINE COATINGS, NOYES 1973,
950021061	WILLIAMS ET AL. ANN. INTERN. MED. vol. 132, 2000, page 743
950024370	WILLIAMS ET AL. J. OFMED. CHEM. vol. 42, 1999, pages 1481 - 1485
950030408	WILLIAMS ET AL. DRUG NEWS PERSPEC. vol. 7, no. 4, 1994, page 205
950030943	WILLIAMS ANTIFOULING MARINE COATINGS 1973,
950031290	WILLIAMS ET AL. J. ORG. CHEM. Bd. 42, 1977, Seite 3414
950038756	WILLIAMS ET AL. CLIN. & EXP. IMMUNOL. vol. 87, no. 2, 1992, page 183
950049437	WILLIAMS ET AL.: 'Comparative semi-automated analysis of (CAG) repeats in the HD gene: use of internal standards' MOL. CELL PROBES vol. 13, 1999, pages 283 - 289
950049552	WILLIAMS ET AL.: 'A Homogeneous Assay For Biotin Based On Chemiluminescence Energy Transfer' ANALYT. BIOCHEM. vol. 155, 1986, pages 249 - 255
950049836	WILLIAMS ET AL. PROC. NATL. ACAD. SCI. USA vol. 88, 1991, pages 2726 - 30
950052849	WILLIAMS ET AL. J. OF MED. CHEM. vol. 42, 1999, pages 1481 - 1485
950055254	WILLIAMS ET AL. PROG. NEUROPSYCHOPHARMACOL. BIOL. PSYCHIATRY vol. 30, 2006, pages 239 - 243
950055670	WILLIAMS ET AL. CURR. BIOL. vol. 10, 2000, pages 439 - 448
950064543	WILLIAMS ET AL. NAT METHODS vol. 3, 2006, pages 545 - 550
950066825	WILLIAMS ET AL. J. WILDLIFE DIS. vol. 30, 1994, pages 581 - 585
950067551	WILLIAMS ET AL. PANREACTIVE MONOCLONAL ANTIBODY (MCA) TO PORIN PROTEIN F OF PSEUDOMONAS AERUGINOSA (PA): PASSIVE IMMUNOTHERAPY IN MICE
950068923	WILLIAMS ET AL. J. MOL. BIOL. vol. 264, 1996, pages 220 - 232
950071120	WILLIAMS ET AL. NEUROREPORT vol. 13, 2002, pages 821 - 24
950071322	WILLIAMS ET AL. J BIOL. CHEM. vol. 272, 1997, pages 22349 - 22354
950075037	WILLIAMS ET AL. PROC NATL ACAD SCI USA. vol. 100, 2003, pages 4616 - 21
950075924	WILLIAMS ET AL.: 'Collagen Fibril Formation' JOURNAL OF BIOLOGICAL CHEMISTRY vol. 253, no. 18, 15 December 1978, pages 6578 - 6585
950110255	WILLIAMS ET AL. PNAS vol. 88, 1991, pages 2726 - 2730
950132199	WILLIAMS BENJAMIN S ET AL.: 'APPLIED PHYSICS LETTERS', vol. 83, 15 September 2003, AMERICAN INSTITUTE OF PHYSICS article 'Terahertz quantum-cascade laser at &lgr', pages 2124 - 2126
